l4_id,source_system,source_snapshot_id,source_id,relationship,canonical_source_id,match_basis,approved,approved_by,approved_at
RAI4-0837,global_1726,global-20260721,RISK-REF-0417,canonical_source,RISK-REF-0417,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0838,global_1726,global-20260721,RISK-REF-0418,canonical_source,RISK-REF-0418,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0839,global_1726,global-20260721,RISK-REF-0419,canonical_source,RISK-REF-0419,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0840,global_1726,global-20260721,RISK-REF-0420,canonical_source,RISK-REF-0420,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0841,global_1726,global-20260721,RISK-REF-0422,canonical_source,RISK-REF-0422,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0842,global_1726,global-20260721,RISK-REF-0423,canonical_source,RISK-REF-0423,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0843,global_1726,global-20260721,RISK-REF-0424,canonical_source,RISK-REF-0424,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0844,global_1726,global-20260721,RISK-REF-0425,canonical_source,RISK-REF-0425,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0845,global_1726,global-20260721,RISK-REF-0426,canonical_source,RISK-REF-0426,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0846,global_1726,global-20260721,RISK-REF-0427,canonical_source,RISK-REF-0427,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0847,global_1726,global-20260721,RISK-REF-0428,canonical_source,RISK-REF-0428,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0848,global_1726,global-20260721,RISK-REF-0429,canonical_source,RISK-REF-0429,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0849,global_1726,global-20260721,RISK-REF-0430,canonical_source,RISK-REF-0430,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0850,global_1726,global-20260721,RISK-REF-0431,canonical_source,RISK-REF-0431,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0851,global_1726,global-20260721,RISK-REF-0432,canonical_source,RISK-REF-0432,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0852,global_1726,global-20260721,RISK-REF-0433,canonical_source,RISK-REF-0433,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0853,global_1726,global-20260721,RISK-REF-0434,canonical_source,RISK-REF-0434,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0854,global_1726,global-20260721,RISK-REF-0435,canonical_source,RISK-REF-0435,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0855,global_1726,global-20260721,RISK-REF-0436,canonical_source,RISK-REF-0436,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0856,global_1726,global-20260721,RISK-REF-0437,canonical_source,RISK-REF-0437,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0857,global_1726,global-20260721,RISK-REF-0438,canonical_source,RISK-REF-0438,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0858,global_1726,global-20260721,RISK-REF-0439,canonical_source,RISK-REF-0439,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0859,global_1726,global-20260721,RISK-REF-0440,canonical_source,RISK-REF-0440,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0860,global_1726,global-20260721,RISK-REF-0441,canonical_source,RISK-REF-0441,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0861,global_1726,global-20260721,RISK-REF-0442,canonical_source,RISK-REF-0442,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0862,global_1726,global-20260721,RISK-REF-0443,canonical_source,RISK-REF-0443,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0863,global_1726,global-20260721,RISK-REF-0444,canonical_source,RISK-REF-0444,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0864,global_1726,global-20260721,RISK-REF-0445,canonical_source,RISK-REF-0445,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0865,global_1726,global-20260721,RISK-REF-0446,canonical_source,RISK-REF-0446,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0866,global_1726,global-20260721,RISK-REF-0447,canonical_source,RISK-REF-0447,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0867,global_1726,global-20260721,RISK-REF-0448,canonical_source,RISK-REF-0448,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0868,global_1726,global-20260721,RISK-REF-0449,canonical_source,RISK-REF-0449,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0869,global_1726,global-20260721,RISK-REF-0450,canonical_source,RISK-REF-0450,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0870,global_1726,global-20260721,RISK-REF-0451,canonical_source,RISK-REF-0451,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0871,global_1726,global-20260721,RISK-REF-0452,canonical_source,RISK-REF-0452,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0872,global_1726,global-20260721,RISK-REF-0453,canonical_source,RISK-REF-0453,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0873,global_1726,global-20260721,RISK-REF-0454,canonical_source,RISK-REF-0454,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0874,global_1726,global-20260721,RISK-REF-0455,canonical_source,RISK-REF-0455,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0875,global_1726,global-20260721,RISK-REF-0456,canonical_source,RISK-REF-0456,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0876,global_1726,global-20260721,RISK-REF-0457,canonical_source,RISK-REF-0457,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0877,global_1726,global-20260721,RISK-REF-0458,canonical_source,RISK-REF-0458,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0878,global_1726,global-20260721,RISK-REF-0459,canonical_source,RISK-REF-0459,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0879,global_1726,global-20260721,RISK-REF-0460,canonical_source,RISK-REF-0460,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0880,global_1726,global-20260721,RISK-REF-0461,canonical_source,RISK-REF-0461,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0881,global_1726,global-20260721,RISK-REF-0462,canonical_source,RISK-REF-0462,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0882,global_1726,global-20260721,RISK-REF-0463,canonical_source,RISK-REF-0463,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0883,global_1726,global-20260721,RISK-REF-0464,canonical_source,RISK-REF-0464,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0884,global_1726,global-20260721,RISK-REF-0465,canonical_source,RISK-REF-0465,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0885,global_1726,global-20260721,RISK-REF-0466,canonical_source,RISK-REF-0466,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0886,global_1726,global-20260721,RISK-REF-0467,canonical_source,RISK-REF-0467,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0887,global_1726,global-20260721,RISK-REF-0468,canonical_source,RISK-REF-0468,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0888,global_1726,global-20260721,RISK-REF-0469,canonical_source,RISK-REF-0469,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0889,global_1726,global-20260721,RISK-REF-0470,canonical_source,RISK-REF-0470,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0890,global_1726,global-20260721,RISK-REF-0471,canonical_source,RISK-REF-0471,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0891,global_1726,global-20260721,RISK-REF-0472,canonical_source,RISK-REF-0472,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0892,global_1726,global-20260721,RISK-REF-0473,canonical_source,RISK-REF-0473,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0893,global_1726,global-20260721,RISK-REF-0474,canonical_source,RISK-REF-0474,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0894,global_1726,global-20260721,RISK-REF-0475,canonical_source,RISK-REF-0475,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0895,global_1726,global-20260721,RISK-REF-0476,canonical_source,RISK-REF-0476,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0896,global_1726,global-20260721,RISK-REF-0477,canonical_source,RISK-REF-0477,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0897,global_1726,global-20260721,RISK-REF-0478,canonical_source,RISK-REF-0478,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0898,global_1726,global-20260721,RISK-REF-0479,canonical_source,RISK-REF-0479,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0899,global_1726,global-20260721,RISK-REF-0480,canonical_source,RISK-REF-0480,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0900,global_1726,global-20260721,RISK-REF-0481,canonical_source,RISK-REF-0481,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0901,global_1726,global-20260721,RISK-REF-0482,canonical_source,RISK-REF-0482,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0902,global_1726,global-20260721,RISK-REF-0483,canonical_source,RISK-REF-0483,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0903,global_1726,global-20260721,RISK-REF-0484,canonical_source,RISK-REF-0484,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0904,global_1726,global-20260721,RISK-REF-0485,canonical_source,RISK-REF-0485,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0905,global_1726,global-20260721,RISK-REF-0486,canonical_source,RISK-REF-0486,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0906,global_1726,global-20260721,RISK-REF-0487,canonical_source,RISK-REF-0487,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0907,global_1726,global-20260721,RISK-REF-0488,canonical_source,RISK-REF-0488,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0908,global_1726,global-20260721,RISK-REF-0489,canonical_source,RISK-REF-0489,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0909,global_1726,global-20260721,RISK-REF-0490,canonical_source,RISK-REF-0490,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0910,global_1726,global-20260721,RISK-REF-0491,canonical_source,RISK-REF-0491,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0911,global_1726,global-20260721,RISK-REF-0492,canonical_source,RISK-REF-0492,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0912,global_1726,global-20260721,RISK-REF-0493,canonical_source,RISK-REF-0493,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0913,global_1726,global-20260721,RISK-REF-0494,canonical_source,RISK-REF-0494,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0914,global_1726,global-20260721,RISK-REF-0495,canonical_source,RISK-REF-0495,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0915,global_1726,global-20260721,RISK-REF-0496,canonical_source,RISK-REF-0496,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0916,global_1726,global-20260721,RISK-REF-0497,canonical_source,RISK-REF-0497,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0917,global_1726,global-20260721,RISK-REF-0498,canonical_source,RISK-REF-0498,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0918,global_1726,global-20260721,RISK-REF-0499,canonical_source,RISK-REF-0499,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0919,global_1726,global-20260721,RISK-REF-0500,canonical_source,RISK-REF-0500,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0920,global_1726,global-20260721,RISK-REF-0501,canonical_source,RISK-REF-0501,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0921,global_1726,global-20260721,RISK-REF-0502,canonical_source,RISK-REF-0502,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0922,global_1726,global-20260721,RISK-REF-0503,canonical_source,RISK-REF-0503,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0923,global_1726,global-20260721,RISK-REF-0504,canonical_source,RISK-REF-0504,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0924,global_1726,global-20260721,RISK-REF-0505,canonical_source,RISK-REF-0505,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0925,global_1726,global-20260721,RISK-REF-0506,canonical_source,RISK-REF-0506,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0926,global_1726,global-20260721,RISK-REF-0507,canonical_source,RISK-REF-0507,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0927,global_1726,global-20260721,RISK-REF-0508,canonical_source,RISK-REF-0508,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0928,global_1726,global-20260721,RISK-REF-0509,canonical_source,RISK-REF-0509,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0929,global_1726,global-20260721,RISK-REF-0510,canonical_source,RISK-REF-0510,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0930,global_1726,global-20260721,RISK-REF-0511,canonical_source,RISK-REF-0511,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0931,global_1726,global-20260721,RISK-REF-0512,canonical_source,RISK-REF-0512,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0932,global_1726,global-20260721,RISK-REF-0513,canonical_source,RISK-REF-0513,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0933,global_1726,global-20260721,RISK-REF-0514,canonical_source,RISK-REF-0514,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0934,global_1726,global-20260721,RISK-REF-0515,canonical_source,RISK-REF-0515,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0935,global_1726,global-20260721,RISK-REF-0516,canonical_source,RISK-REF-0516,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0936,global_1726,global-20260721,RISK-REF-0517,canonical_source,RISK-REF-0517,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0937,global_1726,global-20260721,RISK-REF-0518,canonical_source,RISK-REF-0518,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0938,global_1726,global-20260721,RISK-REF-0519,canonical_source,RISK-REF-0519,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0939,global_1726,global-20260721,RISK-REF-0520,canonical_source,RISK-REF-0520,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0940,global_1726,global-20260721,RISK-REF-0521,canonical_source,RISK-REF-0521,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0941,global_1726,global-20260721,RISK-REF-0522,canonical_source,RISK-REF-0522,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0942,global_1726,global-20260721,RISK-REF-0523,canonical_source,RISK-REF-0523,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0943,global_1726,global-20260721,RISK-REF-0524,canonical_source,RISK-REF-0524,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0944,global_1726,global-20260721,RISK-REF-0525,canonical_source,RISK-REF-0525,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0945,global_1726,global-20260721,RISK-REF-0526,canonical_source,RISK-REF-0526,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0946,global_1726,global-20260721,RISK-REF-0527,canonical_source,RISK-REF-0527,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0947,global_1726,global-20260721,RISK-REF-0528,canonical_source,RISK-REF-0528,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0948,global_1726,global-20260721,RISK-REF-0529,canonical_source,RISK-REF-0529,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0949,global_1726,global-20260721,RISK-REF-0530,canonical_source,RISK-REF-0530,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0950,global_1726,global-20260721,RISK-REF-0532,canonical_source,RISK-REF-0532,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0951,global_1726,global-20260721,RISK-REF-0533,canonical_source,RISK-REF-0533,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0952,global_1726,global-20260721,RISK-REF-0534,canonical_source,RISK-REF-0534,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0953,global_1726,global-20260721,RISK-REF-0536,canonical_source,RISK-REF-0536,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0954,global_1726,global-20260721,RISK-REF-0537,canonical_source,RISK-REF-0537,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0955,global_1726,global-20260721,RISK-REF-0538,canonical_source,RISK-REF-0538,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0956,global_1726,global-20260721,RISK-REF-0539,canonical_source,RISK-REF-0539,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0957,global_1726,global-20260721,RISK-REF-0540,canonical_source,RISK-REF-0540,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0958,global_1726,global-20260721,RISK-REF-0541,canonical_source,RISK-REF-0541,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0959,global_1726,global-20260721,RISK-REF-0542,canonical_source,RISK-REF-0542,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0960,global_1726,global-20260721,RISK-REF-0543,canonical_source,RISK-REF-0543,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0961,global_1726,global-20260721,RISK-REF-0544,canonical_source,RISK-REF-0544,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0962,global_1726,global-20260721,RISK-REF-0545,canonical_source,RISK-REF-0545,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0963,global_1726,global-20260721,RISK-REF-0546,canonical_source,RISK-REF-0546,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0964,global_1726,global-20260721,RISK-REF-0547,canonical_source,RISK-REF-0547,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0965,global_1726,global-20260721,RISK-REF-0548,canonical_source,RISK-REF-0548,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0966,global_1726,global-20260721,RISK-REF-0549,canonical_source,RISK-REF-0549,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0967,global_1726,global-20260721,RISK-REF-0550,canonical_source,RISK-REF-0550,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0968,global_1726,global-20260721,RISK-REF-0551,canonical_source,RISK-REF-0551,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0969,global_1726,global-20260721,RISK-REF-0552,canonical_source,RISK-REF-0552,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0970,global_1726,global-20260721,RISK-REF-0553,canonical_source,RISK-REF-0553,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0971,global_1726,global-20260721,RISK-REF-0554,canonical_source,RISK-REF-0554,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0972,global_1726,global-20260721,RISK-REF-0555,canonical_source,RISK-REF-0555,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0973,global_1726,global-20260721,RISK-REF-0556,canonical_source,RISK-REF-0556,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0974,global_1726,global-20260721,RISK-REF-0557,canonical_source,RISK-REF-0557,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0975,global_1726,global-20260721,RISK-REF-0558,canonical_source,RISK-REF-0558,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0976,global_1726,global-20260721,RISK-REF-0559,canonical_source,RISK-REF-0559,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0977,global_1726,global-20260721,RISK-REF-0560,canonical_source,RISK-REF-0560,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0978,global_1726,global-20260721,RISK-REF-0561,canonical_source,RISK-REF-0561,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0979,global_1726,global-20260721,RISK-REF-0562,canonical_source,RISK-REF-0562,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0980,global_1726,global-20260721,RISK-REF-0563,canonical_source,RISK-REF-0563,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0981,global_1726,global-20260721,RISK-REF-0564,canonical_source,RISK-REF-0564,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0982,global_1726,global-20260721,RISK-REF-0565,canonical_source,RISK-REF-0565,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0983,global_1726,global-20260721,RISK-REF-0566,canonical_source,RISK-REF-0566,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0984,global_1726,global-20260721,RISK-REF-0567,canonical_source,RISK-REF-0567,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0985,global_1726,global-20260721,RISK-REF-0568,canonical_source,RISK-REF-0568,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0986,global_1726,global-20260721,RISK-REF-0569,canonical_source,RISK-REF-0569,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0987,global_1726,global-20260721,RISK-REF-0570,canonical_source,RISK-REF-0570,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0988,global_1726,global-20260721,RISK-REF-0571,canonical_source,RISK-REF-0571,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0989,global_1726,global-20260721,RISK-REF-0572,canonical_source,RISK-REF-0572,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0990,global_1726,global-20260721,RISK-REF-0573,canonical_source,RISK-REF-0573,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0991,global_1726,global-20260721,RISK-REF-0574,canonical_source,RISK-REF-0574,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0992,global_1726,global-20260721,RISK-REF-0575,canonical_source,RISK-REF-0575,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0993,global_1726,global-20260721,RISK-REF-0576,canonical_source,RISK-REF-0576,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0994,global_1726,global-20260721,RISK-REF-0577,canonical_source,RISK-REF-0577,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0995,global_1726,global-20260721,RISK-REF-0578,canonical_source,RISK-REF-0578,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0996,global_1726,global-20260721,RISK-REF-0580,canonical_source,RISK-REF-0580,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0997,global_1726,global-20260721,RISK-REF-0581,canonical_source,RISK-REF-0581,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0998,global_1726,global-20260721,RISK-REF-0582,canonical_source,RISK-REF-0582,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0999,global_1726,global-20260721,RISK-REF-0583,canonical_source,RISK-REF-0583,frozen global source record,True,source_snapshot,2026-07-21
RAI4-1000,global_1726,global-20260721,RISK-REF-0584,canonical_source,RISK-REF-0584,frozen global source record,True,source_snapshot,2026-07-21
RAI4-1001,global_1726,global-20260721,RISK-REF-0585,canonical_source,RISK-REF-0585,frozen global source record,True,source_snapshot,2026-07-21
RAI4-1002,global_1726,global-20260721,RISK-REF-0586,canonical_source,RISK-REF-0586,frozen global source record,True,source_snapshot,2026-07-21
RAI4-1003,global_1726,global-20260721,RISK-REF-0587,canonical_source,RISK-REF-0587,frozen global source record,True,source_snapshot,2026-07-21
RAI4-1004,global_1726,global-20260721,RISK-REF-0588,canonical_source,RISK-REF-0588,frozen global source record,True,source_snapshot,2026-07-21
RAI4-1005,global_1726,global-20260721,RISK-REF-0589,canonical_source,RISK-REF-0589,frozen global source record,True,source_snapshot,2026-07-21
RAI4-1006,global_1726,global-20260721,RISK-REF-0590,canonical_source,RISK-REF-0590,frozen global source record,True,source_snapshot,2026-07-21
RAI4-1007,global_1726,global-20260721,RISK-REF-0591,canonical_source,RISK-REF-0591,frozen global source record,True,source_snapshot,2026-07-21
RAI4-1008,global_1726,global-20260721,RISK-REF-0592,canonical_source,RISK-REF-0592,frozen global source record,True,source_snapshot,2026-07-21
RAI4-1009,global_1726,global-20260721,RISK-REF-0593,canonical_source,RISK-REF-0593,frozen global source record,True,source_snapshot,2026-07-21
RAI4-1010,global_1726,global-20260721,RISK-REF-0594,canonical_source,RISK-REF-0594,frozen global source record,True,source_snapshot,2026-07-21
RAI4-1011,global_1726,global-20260721,RISK-REF-0595,canonical_source,RISK-REF-0595,frozen global source record,True,source_snapshot,2026-07-21
RAI4-1012,global_1726,global-20260721,RISK-REF-0596,canonical_source,RISK-REF-0596,frozen global source record,True,source_snapshot,2026-07-21
RAI4-1013,global_1726,global-20260721,RISK-REF-0597,canonical_source,RISK-REF-0597,frozen global source record,True,source_snapshot,2026-07-21
RAI4-1014,global_1726,global-20260721,RISK-REF-0598,canonical_source,RISK-REF-0598,frozen global source record,True,source_snapshot,2026-07-21
RAI4-1015,global_1726,global-20260721,RISK-REF-0599,canonical_source,RISK-REF-0599,frozen global source record,True,source_snapshot,2026-07-21
RAI4-1016,global_1726,global-20260721,RISK-REF-0600,canonical_source,RISK-REF-0600,frozen global source record,True,source_snapshot,2026-07-21
RAI4-1017,global_1726,global-20260721,RISK-REF-0601,canonical_source,RISK-REF-0601,frozen global source record,True,source_snapshot,2026-07-21
RAI4-1018,global_1726,global-20260721,RISK-REF-0603,canonical_source,RISK-REF-0603,frozen global source record,True,source_snapshot,2026-07-21
RAI4-1019,global_1726,global-20260721,RISK-REF-0604,canonical_source,RISK-REF-0604,frozen global source record,True,source_snapshot,2026-07-21
RAI4-1020,global_1726,global-20260721,RISK-REF-0605,canonical_source,RISK-REF-0605,frozen global source record,True,source_snapshot,2026-07-21
RAI4-1021,global_1726,global-20260721,RISK-REF-0606,canonical_source,RISK-REF-0606,frozen global source record,True,source_snapshot,2026-07-21
RAI4-1022,global_1726,global-20260721,RISK-REF-0607,canonical_source,RISK-REF-0607,frozen global source record,True,source_snapshot,2026-07-21
RAI4-1023,global_1726,global-20260721,RISK-REF-0608,canonical_source,RISK-REF-0608,frozen global source record,True,source_snapshot,2026-07-21
RAI4-1024,global_1726,global-20260721,RISK-REF-0609,canonical_source,RISK-REF-0609,frozen global source record,True,source_snapshot,2026-07-21
RAI4-1025,global_1726,global-20260721,RISK-REF-0610,canonical_source,RISK-REF-0610,frozen global source record,True,source_snapshot,2026-07-21
RAI4-1026,global_1726,global-20260721,RISK-REF-0611,canonical_source,RISK-REF-0611,frozen global source record,True,source_snapshot,2026-07-21
RAI4-1027,global_1726,global-20260721,RISK-REF-0612,canonical_source,RISK-REF-0612,frozen global source record,True,source_snapshot,2026-07-21
RAI4-1028,global_1726,global-20260721,RISK-REF-0613,canonical_source,RISK-REF-0613,frozen global source record,True,source_snapshot,2026-07-21
RAI4-1029,global_1726,global-20260721,RISK-REF-0614,canonical_source,RISK-REF-0614,frozen global source record,True,source_snapshot,2026-07-21
RAI4-1030,global_1726,global-20260721,RISK-REF-0615,canonical_source,RISK-REF-0615,frozen global source record,True,source_snapshot,2026-07-21
RAI4-1031,global_1726,global-20260721,RISK-REF-0616,canonical_source,RISK-REF-0616,frozen global source record,True,source_snapshot,2026-07-21
RAI4-1032,global_1726,global-20260721,RISK-REF-0617,canonical_source,RISK-REF-0617,frozen global source record,True,source_snapshot,2026-07-21
RAI4-1033,global_1726,global-20260721,RISK-REF-0618,canonical_source,RISK-REF-0618,frozen global source record,True,source_snapshot,2026-07-21
RAI4-1034,global_1726,global-20260721,RISK-REF-0619,canonical_source,RISK-REF-0619,frozen global source record,True,source_snapshot,2026-07-21
RAI4-1035,global_1726,global-20260721,RISK-REF-0620,canonical_source,RISK-REF-0620,frozen global source record,True,source_snapshot,2026-07-21
RAI4-1036,global_1726,global-20260721,RISK-REF-0621,canonical_source,RISK-REF-0621,frozen global source record,True,source_snapshot,2026-07-21
RAI4-1037,global_1726,global-20260721,RISK-REF-0622,canonical_source,RISK-REF-0622,frozen global source record,True,source_snapshot,2026-07-21
RAI4-1038,global_1726,global-20260721,RISK-REF-0623,canonical_source,RISK-REF-0623,frozen global source record,True,source_snapshot,2026-07-21
RAI4-1039,global_1726,global-20260721,RISK-REF-0624,canonical_source,RISK-REF-0624,frozen global source record,True,source_snapshot,2026-07-21
RAI4-1040,global_1726,global-20260721,RISK-REF-0625,canonical_source,RISK-REF-0625,frozen global source record,True,source_snapshot,2026-07-21
RAI4-1041,global_1726,global-20260721,RISK-REF-0626,canonical_source,RISK-REF-0626,frozen global source record,True,source_snapshot,2026-07-21
