source_row_id,source_domain,source_l4_id,final_l4_id,final_l1_id,final_l3_id,status
SRC-G-0001,General,RAI4-0003,A_SYS_SELFCOR_001,L1_A,A_SYS_SELFCOR,ACTIVE
SRC-G-0002,General,RAI4-0021,G_SYS_OREF_001,L1_G,G_SYS_OREF,ACTIVE
SRC-G-0003,General,RAI4-0065,G_SYS_EVAL_010,L1_G,G_SYS_EVAL,ACTIVE
SRC-G-0004,General,RAI4-0066,G_SYS_EVAL_025,L1_G,G_SYS_EVAL,ACTIVE
SRC-G-0005,General,RAI4-0081,G_SYS_EVAL_019,L1_G,G_SYS_EVAL,ACTIVE
SRC-G-0006,General,RAI4-0084,G_SYS_EVAL_018,L1_G,G_SYS_EVAL,ACTIVE
SRC-G-0007,General,RAI4-0085,G_SYS_EVAL_031,L1_G,G_SYS_EVAL,ACTIVE
SRC-G-0008,General,RAI4-0108,G_SYS_EVAL_020,L1_G,G_SYS_EVAL,ACTIVE
SRC-G-0009,General,RAI4-0114,G_SYS_INPUT_006,L1_G,G_SYS_INPUT,ACTIVE
SRC-G-0010,General,RAI4-0182,P_Others_012,L1_P,P_Others,ACTIVE
SRC-G-0011,General,RAI4-0184,P_SYS_CONTROL_016,L1_P,P_SYS_CONTROL,ACTIVE
SRC-G-0012,General,RAI4-0211,A_SYS_GOAL_016,L1_A,A_SYS_GOAL,ACTIVE
SRC-G-0013,General,RAI4-0228,P_INT_SAFETY_009,L1_P,P_INT_SAFETY,ACTIVE
SRC-G-0014,General,RAI4-0233,P_INT_SAFETY_016,L1_P,P_INT_SAFETY,ACTIVE
SRC-G-0015,General,RAI4-0274,P_Others_013,L1_P,P_Others,ACTIVE
SRC-G-0016,General,RAI4-0470,A_SYS_SELFCOR_004,L1_A,A_SYS_SELFCOR,ACTIVE
SRC-G-0017,General,RAI4-0494,G_Others_018,L1_G,G_Others,ACTIVE
SRC-G-0018,General,RAI4-0516,G_SYS_EVAL_029,L1_G,G_SYS_EVAL,ACTIVE
SRC-G-0019,General,RAI4-0671,G_Others_029,L1_G,G_Others,ACTIVE
SRC-G-0020,General,RAI4-0850,G_SOC_GOV_007,L1_G,G_SOC_GOV,ACTIVE
SRC-G-0021,General,RAI4-0166,G_SYS_OEXT_017,L1_G,G_SYS_OEXT,ACTIVE
SRC-G-0022,General,RAI4-0195,P_Others_004,L1_P,P_Others,ACTIVE
SRC-G-0023,General,RAI4-0471,G_SYS_OEXT_003,L1_G,G_SYS_OEXT,ACTIVE
SRC-G-0024,General,RAI4-1006,G_Others_076,L1_G,G_Others,ACTIVE
SRC-G-0025,General,RAI4-0635,G_SYS_MISINFO_010,L1_G,G_SYS_MISINFO,ACTIVE
SRC-G-0026,General,RAI4-0792,G_SYS_MISINFO_010,L1_G,G_SYS_MISINFO,MERGED
SRC-G-0027,General,RAI4-0793,G_Others_039,L1_G,G_Others,SPLIT
SRC-G-0027,General,RAI4-0793,G_SYS_MISINFO_011,L1_G,G_SYS_MISINFO,SPLIT
SRC-G-0028,General,RAI4-0808,G_SYS_MISINFO_014,L1_G,G_SYS_MISINFO,ACTIVE
SRC-G-0029,General,RAI4-0810,G_Others_055,L1_G,G_Others,ACTIVE
SRC-G-0030,General,RAI4-0832,G_SYS_MISINFO_018,L1_G,G_SYS_MISINFO,ACTIVE
SRC-G-0031,General,RAI4-0844,G_SYS_MISINFO_004,L1_G,G_SYS_MISINFO,ACTIVE
SRC-G-0032,General,RAI4-1057,G_SYS_MISINFO_021,L1_G,G_SYS_MISINFO,ACTIVE
SRC-G-0033,General,RAI4-1125,G_SYS_MISINFO_012,L1_G,G_SYS_MISINFO,ACTIVE
SRC-G-0034,General,RAI4-1206,G_SYS_MISINFO_010,L1_G,G_SYS_MISINFO,MERGED
SRC-G-0035,General,RAI4-1376,G_SYS_MISINFO_021,L1_G,G_SYS_MISINFO,MERGED
SRC-G-0036,General,RAI4-1630,G_SYS_MISINFO_008,L1_G,G_SYS_MISINFO,ACTIVE
SRC-G-0037,General,RAI4-0363,G_INT_VALUE_008,L1_G,G_INT_VALUE,ACTIVE
SRC-G-0038,General,RAI4-0373,G_Others_025,L1_G,G_Others,ACTIVE
SRC-G-0039,General,RAI4-0374,G_SYS_CONTEXT_003,L1_G,G_SYS_CONTEXT,ACTIVE
SRC-G-0040,General,RAI4-0379,G_Others_024,L1_G,G_Others,ACTIVE
SRC-G-0041,General,RAI4-0380,G_SYS_CONTEXT_006,L1_G,G_SYS_CONTEXT,ACTIVE
SRC-G-0042,General,RAI4-0382,G_Others_034,L1_G,G_Others,ACTIVE
SRC-G-0043,General,RAI4-0389,G_Others_089,L1_G,G_Others,ACTIVE
SRC-G-0044,General,RAI4-0404,G_INT_VALUE_006,L1_G,G_INT_VALUE,ACTIVE
SRC-G-0045,General,RAI4-0414,G_INT_VALUE_010,L1_G,G_INT_VALUE,ACTIVE
SRC-G-0046,General,RAI4-0699,G_INT_REPR_005,L1_G,G_INT_REPR,ACTIVE
SRC-G-0047,General,RAI4-1046,G_INT_REPR_001,L1_G,G_INT_REPR,ACTIVE
SRC-G-0048,General,RAI4-1107,G_INT_REPR_020,L1_G,G_INT_REPR,ACTIVE
SRC-G-0049,General,RAI4-1145,G_SYS_CONTEXT_008,L1_G,G_SYS_CONTEXT,ACTIVE
SRC-G-0050,General,RAI4-1668,G_Others_146,L1_G,G_Others,ACTIVE
SRC-G-0051,General,RAI4-0070,G_Others_072,L1_G,G_Others,ACTIVE
SRC-G-0052,General,RAI4-0418,G_Others_007,L1_G,G_Others,ACTIVE
SRC-G-0053,General,RAI4-0708,G_Others_114,L1_G,G_Others,ACTIVE
SRC-G-0054,General,RAI4-0716,G_INT_ALLOC_001,L1_G,G_INT_ALLOC,ACTIVE
SRC-G-0055,General,RAI4-0821,G_Others_009,L1_G,G_Others,ACTIVE
SRC-G-0056,General,RAI4-0822,G_Others_137,L1_G,G_Others,ACTIVE
SRC-G-0057,General,RAI4-0938,G_Others_105,L1_G,G_Others,ACTIVE
SRC-G-0058,General,RAI4-0952,G_SOC_CULT_013,L1_G,G_SOC_CULT,ACTIVE
SRC-G-0059,General,RAI4-1041,G_SYS_INPUT_005,L1_G,G_SYS_INPUT,ACTIVE
SRC-G-0060,General,RAI4-1187,G_SYS_INCONS_005,L1_G,G_SYS_INCONS,ACTIVE
SRC-G-0061,General,RAI4-1228,G_Others_049,L1_G,G_Others,ACTIVE
SRC-G-0062,General,RAI4-1509,G_SYS_EVAL_006,L1_G,G_SYS_EVAL,ACTIVE
SRC-G-0063,General,RAI4-1515,G_SYS_INCONS_004,L1_G,G_SYS_INCONS,ACTIVE
SRC-G-0064,General,RAI4-1516,G_Others_044,L1_G,G_Others,ACTIVE
SRC-G-0065,General,RAI4-1523,G_Others_113,L1_G,G_Others,ACTIVE
SRC-G-0066,General,RAI4-1526,G_SYS_EVAL_016,L1_G,G_SYS_EVAL,ACTIVE
SRC-G-0067,General,RAI4-1702,G_SYS_EVAL_002,L1_G,G_SYS_EVAL,ACTIVE
SRC-G-0068,General,RAI4-0186,G_SYS_INPUT_002,L1_G,G_SYS_INPUT,ACTIVE
SRC-G-0069,General,RAI4-0338,G_SYS_OEXT_005,L1_G,G_SYS_OEXT,ACTIVE
SRC-G-0070,General,RAI4-0365,G_INT_VALUE_014,L1_G,G_INT_VALUE,ACTIVE
SRC-G-0071,General,RAI4-0371,G_INT_VALUE_020,L1_G,G_INT_VALUE,ACTIVE
SRC-G-0072,General,RAI4-0397,G_INT_VALUE_015,L1_G,G_INT_VALUE,ACTIVE
SRC-G-0073,General,RAI4-0474,G_INT_VALUE_008,L1_G,G_INT_VALUE,MERGED
SRC-G-0074,General,RAI4-0785,G_SYS_SECADV_016,L1_G,G_SYS_SECADV,ACTIVE
SRC-G-0075,General,RAI4-0814,G_SYS_MISINFO_015,L1_G,G_SYS_MISINFO,ACTIVE
SRC-G-0076,General,RAI4-1053,G_INT_VALUE_009,L1_G,G_INT_VALUE,ACTIVE
SRC-G-0077,General,RAI4-1161,A_Others_019,L1_A,A_Others,ACTIVE
SRC-G-0078,General,RAI4-0041,G_Others_023,L1_G,G_Others,ACTIVE
SRC-G-0079,General,RAI4-0057,G_Others_073,L1_G,G_Others,ACTIVE
SRC-G-0080,General,RAI4-0059,G_Others_040,L1_G,G_Others,ACTIVE
SRC-G-0081,General,RAI4-0064,G_SYS_EVAL_005,L1_G,G_SYS_EVAL,ACTIVE
SRC-G-0082,General,RAI4-0067,G_SYS_EVAL_004,L1_G,G_SYS_EVAL,ACTIVE
SRC-G-0083,General,RAI4-0082,G_Others_015,L1_G,G_Others,ACTIVE
SRC-G-0084,General,RAI4-0126,G_SYS_TRANS_002,L1_G,G_SYS_TRANS,ACTIVE
SRC-G-0085,General,RAI4-0134,G_SYS_OVERCONF_004,L1_G,G_SYS_OVERCONF,ACTIVE
SRC-G-0086,General,RAI4-0402,G_SYS_TRANS_010,L1_G,G_SYS_TRANS,ACTIVE
SRC-G-0087,General,RAI4-0419,G_SYS_TRANS_006,L1_G,G_SYS_TRANS,ACTIVE
SRC-G-0088,General,RAI4-0484,A_SYS_SELFCOR_006,L1_A,A_SYS_SELFCOR,ACTIVE
SRC-G-0089,General,RAI4-0541,G_SYS_EVAL_037,L1_G,G_SYS_EVAL,ACTIVE
SRC-G-0090,General,RAI4-0546,G_SYS_OEXT_011,L1_G,G_SYS_OEXT,ACTIVE
SRC-G-0091,General,RAI4-0588,G_SYS_TRANS_004,L1_G,G_SYS_TRANS,ACTIVE
SRC-G-0092,General,RAI4-0590,G_SYS_OVERCONF_001,L1_G,G_SYS_OVERCONF,ACTIVE
SRC-G-0093,General,RAI4-0596,G_SYS_TRANS_003,L1_G,G_SYS_TRANS,ACTIVE
SRC-G-0094,General,RAI4-0818,G_SYS_OVERCONF_002,L1_G,G_SYS_OVERCONF,ACTIVE
SRC-G-0095,General,RAI4-1120,,,,DELETED
SRC-G-0096,General,RAI4-1129,A_Others_018,L1_A,A_Others,ACTIVE
SRC-G-0097,General,RAI4-1163,G_SYS_EVAL_017,L1_G,G_SYS_EVAL,ACTIVE
SRC-G-0098,General,RAI4-1175,G_Others_082,L1_G,G_Others,ACTIVE
SRC-G-0099,General,RAI4-1195,G_SYS_TRANS_009,L1_G,G_SYS_TRANS,ACTIVE
